,max,mean,median,min,rmse,sse,std
vio0,0.5726904334961708,0.3268092835892121,0.3217508513234696,0.10737609144338671,0.33579382788975415,121.21430696251788,0.07715689864658766
vio1,0.4293571817186308,0.2960703025887247,0.2976831499127752,0.12480894472604136,0.302454787447027,98.33981583334824,0.06181645715056191
vio2,0.3275850258370221,0.24450556156272024,0.24934363232475953,0.10939440961486636,0.24854982888123076,66.41029374465577,0.0446547623640294
